ID,story,V_EWE,A_EWE
3152,fundevogel,0.554,0.359
3153,fundevogel,0.438,0.546
3154,fundevogel,0.147,0.858
3155,fundevogel,0.386,0.35
3156,fundevogel,0.386,0.35
3157,fundevogel,0.183,0.631
3158,fundevogel,0.183,0.631
3159,fundevogel,0.386,0.35
3160,fundevogel,0.554,0.359
3161,fundevogel,0.572,0.323
3162,fundevogel,0.572,0.323
3163,fundevogel,0.333,0.831
3164,fundevogel,0.067,0.818
3165,fundevogel,0.183,0.631
3166,fundevogel,0.183,0.631
3167,fundevogel,0.183,0.631
3168,fundevogel,0.386,0.35
3169,fundevogel,0.072,0.839
3170,fundevogel,0.686,0.542
3171,fundevogel,0.959,0.732
3172,the_king_of_the_golden_mountain,0.469,0.184
3173,the_king_of_the_golden_mountain,0.167,0.263
3174,the_king_of_the_golden_mountain,0.058,0.421
3175,the_king_of_the_golden_mountain,0.065,0.43
3176,the_king_of_the_golden_mountain,0.318,0.224
3177,the_king_of_the_golden_mountain,0.318,0.224
3178,the_king_of_the_golden_mountain,0.469,0.184
3179,the_king_of_the_golden_mountain,0.167,0.263
3180,the_king_of_the_golden_mountain,0.469,0.184
3181,the_king_of_the_golden_mountain,0.469,0.184
3182,the_king_of_the_golden_mountain,0.782,0.527
3183,the_king_of_the_golden_mountain,0.072,0.84
3184,the_king_of_the_golden_mountain,0.793,0.655
3185,the_king_of_the_golden_mountain,0.96,0.732
3186,the_king_of_the_golden_mountain,0.052,0.288
3187,the_king_of_the_golden_mountain,0.167,0.263
3188,the_king_of_the_golden_mountain,0.318,0.224
3189,the_king_of_the_golden_mountain,0.469,0.184
3190,the_king_of_the_golden_mountain,0.325,0.437
3191,the_king_of_the_golden_mountain,0.469,0.184
3192,the_king_of_the_golden_mountain,0.469,0.184
3193,the_king_of_the_golden_mountain,0.646,0.395
3194,the_king_of_the_golden_mountain,0.36,0.438
3195,the_king_of_the_golden_mountain,0.36,0.438
3196,the_king_of_the_golden_mountain,0.36,0.438
3197,the_king_of_the_golden_mountain,0.25,0.7
3198,the_king_of_the_golden_mountain,0.25,0.7
3199,the_king_of_the_golden_mountain,0.25,0.7
3200,the_king_of_the_golden_mountain,0.386,0.832
3201,the_king_of_the_golden_mountain,0.469,0.184
3202,the_king_of_the_golden_mountain,0.469,0.184
3203,the_king_of_the_golden_mountain,0.469,0.184
3204,the_king_of_the_golden_mountain,0.052,0.288
3205,the_king_of_the_golden_mountain,0.615,0.45
3206,the_king_of_the_golden_mountain,0.646,0.395
3207,the_king_of_the_golden_mountain,0.469,0.184
3208,the_king_of_the_golden_mountain,0.824,0.6
3209,the_king_of_the_golden_mountain,0.469,0.184
3210,the_king_of_the_golden_mountain,0.96,0.732
3211,the_king_of_the_golden_mountain,0.824,0.6
3212,the_king_of_the_golden_mountain,0.181,0.682
3213,the_king_of_the_golden_mountain,0.174,0.469
3214,the_king_of_the_golden_mountain,0.174,0.469
3215,the_king_of_the_golden_mountain,0.96,0.732
3216,the_king_of_the_golden_mountain,0.96,0.732
3217,the_king_of_the_golden_mountain,0.96,0.732
3218,the_king_of_the_golden_mountain,0.052,0.288
3219,the_king_of_the_golden_mountain,0.181,0.682
3220,the_king_of_the_golden_mountain,0.469,0.184
3221,the_king_of_the_golden_mountain,0.469,0.184
3222,the_king_of_the_golden_mountain,0.469,0.184
3223,the_king_of_the_golden_mountain,0.334,0.45
3224,the_king_of_the_golden_mountain,0.469,0.184
3225,the_king_of_the_golden_mountain,0.167,0.263
3226,the_king_of_the_golden_mountain,0.469,0.184
3227,the_king_of_the_golden_mountain,0.469,0.184
3228,the_king_of_the_golden_mountain,0.824,0.6
3229,the_king_of_the_golden_mountain,0.824,0.6
3230,the_king_of_the_golden_mountain,0.469,0.184
3231,the_king_of_the_golden_mountain,0.276,0.61
3232,the_king_of_the_golden_mountain,0.052,0.288
3233,the_king_of_the_golden_mountain,0.167,0.864
3234,the_king_of_the_golden_mountain,0.469,0.184
3235,the_king_of_the_golden_mountain,0.469,0.184
3236,the_king_of_the_golden_mountain,0.334,0.45
3237,the_king_of_the_golden_mountain,0.183,0.489
3238,the_king_of_the_golden_mountain,0.167,0.263
3239,the_king_of_the_golden_mountain,0.647,0.389
3240,the_king_of_the_golden_mountain,0.469,0.184
3241,the_king_of_the_golden_mountain,0.469,0.184
3242,the_king_of_the_golden_mountain,0.469,0.184
3243,the_king_of_the_golden_mountain,0.647,0.389
3244,the_king_of_the_golden_mountain,0.181,0.682
3245,the_king_of_the_golden_mountain,0.469,0.184
3246,the_king_of_the_golden_mountain,0.646,0.395
3247,the_king_of_the_golden_mountain,0.469,0.184
3248,the_king_of_the_golden_mountain,0.646,0.395
3249,the_king_of_the_golden_mountain,0.469,0.184
3250,the_king_of_the_golden_mountain,0.469,0.184
3251,the_king_of_the_golden_mountain,0.065,0.627
3252,the_king_of_the_golden_mountain,0.052,0.288
3253,the_king_of_the_golden_mountain,0.167,0.263
3254,the_king_of_the_golden_mountain,0.167,0.864
3255,the_king_of_the_golden_mountain,0.25,0.7
3256,the_king_of_the_golden_mountain,0.25,0.7
3257,the_king_of_the_golden_mountain,0.25,0.7
3258,the_king_of_the_golden_mountain,0.052,0.776
3259,the_king_of_the_golden_mountain,0.36,0.438
3260,the_king_of_the_golden_mountain,0.25,0.7
3261,the_king_of_the_golden_mountain,0.25,0.7
3262,91_the_gnome,0.469,0.184
3263,91_the_gnome,0.469,0.184
3264,91_the_gnome,0.469,0.184
3265,91_the_gnome,0.469,0.184
3266,91_the_gnome,0.96,0.732
3267,91_the_gnome,0.065,0.504
3268,91_the_gnome,0.08,0.682
3269,91_the_gnome,0.065,0.504
3270,91_the_gnome,0.051,0.289
3271,91_the_gnome,0.33,0.216
3272,91_the_gnome,0.469,0.184
3273,91_the_gnome,0.469,0.184
3274,91_the_gnome,0.469,0.184
3275,91_the_gnome,0.469,0.184
3276,91_the_gnome,0.229,0.648
3277,91_the_gnome,0.33,0.216
3278,91_the_gnome,0.469,0.184
3279,91_the_gnome,0.181,0.25
3280,91_the_gnome,0.469,0.184
3281,91_the_gnome,0.469,0.184
3282,91_the_gnome,0.231,0.625
3283,91_the_gnome,0.131,0.832
3284,91_the_gnome,0.167,0.865
3285,91_the_gnome,0.073,0.84
3286,91_the_gnome,0.469,0.184
3287,91_the_gnome,0.469,0.184
3288,91_the_gnome,0.369,0.391
3289,91_the_gnome,0.337,0.384
3290,91_the_gnome,0.469,0.184
3291,91_the_gnome,0.328,0.399
3292,91_the_gnome,0.469,0.184
3293,91_the_gnome,0.469,0.184
3294,91_the_gnome,0.167,0.865
3295,91_the_gnome,0.469,0.184
3296,91_the_gnome,0.469,0.184
3297,91_the_gnome,0.469,0.184
3298,91_the_gnome,0.469,0.184
3299,91_the_gnome,0.328,0.399
3300,91_the_gnome,0.328,0.399
3301,91_the_gnome,0.469,0.184
3302,91_the_gnome,0.96,0.732
3303,91_the_gnome,0.96,0.732
3304,91_the_gnome,0.96,0.732
3305,91_the_gnome,0.337,0.384
3306,91_the_gnome,0.33,0.216
3307,91_the_gnome,0.315,0.685
3308,91_the_gnome,0.051,0.289
3309,91_the_gnome,0.33,0.216
3310,91_the_gnome,0.605,0.394
3311,91_the_gnome,0.605,0.394
3312,91_the_gnome,0.779,0.574
3313,91_the_gnome,0.469,0.184
3314,91_the_gnome,0.905,0.828
3315,91_the_gnome,0.167,0.865
3316,91_the_gnome,0.469,0.184
3317,91_the_gnome,0.469,0.184
3318,91_the_gnome,0.469,0.184
3319,91_the_gnome,0.713,0.781
3320,3_our_ladys_child,0.469,0.184
3321,3_our_ladys_child,0.053,0.288
3322,3_our_ladys_child,0.194,0.267
3323,3_our_ladys_child,0.635,0.295
3324,3_our_ladys_child,0.635,0.295
3325,3_our_ladys_child,0.96,0.732
3326,3_our_ladys_child,0.469,0.184
3327,3_our_ladys_child,0.469,0.184
3328,3_our_ladys_child,0.343,0.423
3329,3_our_ladys_child,0.635,0.295
3330,3_our_ladys_child,0.469,0.184
3331,3_our_ladys_child,0.96,0.732
3332,3_our_ladys_child,0.343,0.423
3333,3_our_ladys_child,0.059,0.7
3334,3_our_ladys_child,0.2,0.679
3335,3_our_ladys_child,0.2,0.679
3336,3_our_ladys_child,0.351,0.436
3337,3_our_ladys_child,0.351,0.436
3338,3_our_ladys_child,0.351,0.436
3339,3_our_ladys_child,0.482,0.722
3340,3_our_ladys_child,0.656,0.846
3341,3_our_ladys_child,0.073,0.84
3342,3_our_ladys_child,0.073,0.84
3343,3_our_ladys_child,0.073,0.84
3344,3_our_ladys_child,0.343,0.423
3345,3_our_ladys_child,0.343,0.423
3346,3_our_ladys_child,0.351,0.436
3347,3_our_ladys_child,0.215,0.72
3348,3_our_ladys_child,0.209,0.556
3349,3_our_ladys_child,0.247,0.731
3350,3_our_ladys_child,0.215,0.72
3351,3_our_ladys_child,0.269,0.727
3352,3_our_ladys_child,0.215,0.72
3353,3_our_ladys_child,0.166,0.865
3354,3_our_ladys_child,0.217,0.569
3355,3_our_ladys_child,0.06,0.4
3356,3_our_ladys_child,0.066,0.601
3357,3_our_ladys_child,0.185,0.25
3358,3_our_ladys_child,0.053,0.288
3359,3_our_ladys_child,0.053,0.288
3360,3_our_ladys_child,0.185,0.25
3361,3_our_ladys_child,0.185,0.25
3362,3_our_ladys_child,0.053,0.288
3363,3_our_ladys_child,0.053,0.288
3364,3_our_ladys_child,0.469,0.184
3365,3_our_ladys_child,0.053,0.288
3366,3_our_ladys_child,0.469,0.184
3367,3_our_ladys_child,0.774,0.594
3368,3_our_ladys_child,0.765,0.683
3369,3_our_ladys_child,0.608,0.483
3370,3_our_ladys_child,0.469,0.184
3371,3_our_ladys_child,0.608,0.483
3372,3_our_ladys_child,0.469,0.184
3373,3_our_ladys_child,0.774,0.594
3374,3_our_ladys_child,0.96,0.732
3375,3_our_ladys_child,0.96,0.732
3376,3_our_ladys_child,0.217,0.569
3377,3_our_ladys_child,0.082,0.756
3378,3_our_ladys_child,0.082,0.756
3379,3_our_ladys_child,0.223,0.735
3380,3_our_ladys_child,0.217,0.569
3381,3_our_ladys_child,0.223,0.735
3382,3_our_ladys_child,0.106,0.851
3383,3_our_ladys_child,0.247,0.731
3384,3_our_ladys_child,0.351,0.436
3385,3_our_ladys_child,0.792,0.495
3386,3_our_ladys_child,0.794,0.621
3387,3_our_ladys_child,0.469,0.184
3388,3_our_ladys_child,0.351,0.436
3389,3_our_ladys_child,0.082,0.756
3390,3_our_ladys_child,0.067,0.812
3391,3_our_ladys_child,0.067,0.713
3392,3_our_ladys_child,0.074,0.825
3393,3_our_ladys_child,0.067,0.639
3394,3_our_ladys_child,0.656,0.779
3395,3_our_ladys_child,0.803,0.532
3396,3_our_ladys_child,0.96,0.732
3397,the_fox_and_the_horse,0.088,0.623
3398,the_fox_and_the_horse,0.182,0.432
3399,the_fox_and_the_horse,0.052,0.289
3400,the_fox_and_the_horse,0.052,0.289
3401,the_fox_and_the_horse,0.052,0.289
3402,the_fox_and_the_horse,0.638,0.379
3403,the_fox_and_the_horse,0.621,0.338
3404,the_fox_and_the_horse,0.791,0.533
3405,the_fox_and_the_horse,0.638,0.379
3406,the_fox_and_the_horse,0.468,0.184
3407,the_fox_and_the_horse,0.621,0.338
3408,the_fox_and_the_horse,0.621,0.338
3409,the_fox_and_the_horse,0.621,0.338
3410,the_fox_and_the_horse,0.468,0.184
3411,the_fox_and_the_horse,0.241,0.61
3412,the_fox_and_the_horse,0.959,0.733
3413,the_fox_and_the_horse,0.959,0.733
3414,the_fox_and_the_horse,0.959,0.733
3415,frederick_and_catherine,0.469,0.184
3416,frederick_and_catherine,0.469,0.184
3417,frederick_and_catherine,0.469,0.184
3418,frederick_and_catherine,0.469,0.184
3419,frederick_and_catherine,0.667,0.409
3420,frederick_and_catherine,0.469,0.184
3421,frederick_and_catherine,0.469,0.184
3422,frederick_and_catherine,0.469,0.184
3423,frederick_and_catherine,0.469,0.184
3424,frederick_and_catherine,0.469,0.184
3425,frederick_and_catherine,0.315,0.454
3426,frederick_and_catherine,0.348,0.463
3427,frederick_and_catherine,0.302,0.226
3428,frederick_and_catherine,0.469,0.184
3429,frederick_and_catherine,0.469,0.184
3430,frederick_and_catherine,0.469,0.184
3431,frederick_and_catherine,0.148,0.496
3432,frederick_and_catherine,0.469,0.184
3433,frederick_and_catherine,0.87,0.623
3434,frederick_and_catherine,0.469,0.184
3435,frederick_and_catherine,0.469,0.184
3436,frederick_and_catherine,0.87,0.623
3437,frederick_and_catherine,0.469,0.184
3438,frederick_and_catherine,0.469,0.184
3439,frederick_and_catherine,0.469,0.184
3440,frederick_and_catherine,0.223,0.729
3441,frederick_and_catherine,0.223,0.729
3442,frederick_and_catherine,0.13,0.267
3443,frederick_and_catherine,0.469,0.184
3444,frederick_and_catherine,0.469,0.184
3445,frederick_and_catherine,0.469,0.184
3446,frederick_and_catherine,0.469,0.184
3447,frederick_and_catherine,0.469,0.184
3448,frederick_and_catherine,0.469,0.184
3449,frederick_and_catherine,0.469,0.184
3450,frederick_and_catherine,0.395,0.314
3451,frederick_and_catherine,0.395,0.314
3452,frederick_and_catherine,0.12,0.863
3453,frederick_and_catherine,0.593,0.539
3454,frederick_and_catherine,0.146,0.75
3455,frederick_and_catherine,0.225,0.247
3456,frederick_and_catherine,0.544,0.321
3457,frederick_and_catherine,0.469,0.184
3458,frederick_and_catherine,0.559,0.293
3459,frederick_and_catherine,0.559,0.293
3460,frederick_and_catherine,0.469,0.184
3461,frederick_and_catherine,0.392,0.205
3462,frederick_and_catherine,0.392,0.205
3463,frederick_and_catherine,0.469,0.184
3464,frederick_and_catherine,0.392,0.205
3465,frederick_and_catherine,0.392,0.205
3466,frederick_and_catherine,0.392,0.205
3467,frederick_and_catherine,0.395,0.314
3468,frederick_and_catherine,0.395,0.314
3469,frederick_and_catherine,0.274,0.593
3470,frederick_and_catherine,0.395,0.314
3471,frederick_and_catherine,0.149,0.859
3472,frederick_and_catherine,0.103,0.622
3473,frederick_and_catherine,0.469,0.184
3474,frederick_and_catherine,0.469,0.184
3475,frederick_and_catherine,0.223,0.729
3476,frederick_and_catherine,0.469,0.184
3477,frederick_and_catherine,0.469,0.184
3478,frederick_and_catherine,0.469,0.184
3479,frederick_and_catherine,0.194,0.733
3480,frederick_and_catherine,0.223,0.729
3481,frederick_and_catherine,0.344,0.45
3482,frederick_and_catherine,0.469,0.184
3483,frederick_and_catherine,0.469,0.184
3484,frederick_and_catherine,0.469,0.184
3485,frederick_and_catherine,0.469,0.184
3486,frederick_and_catherine,0.469,0.184
3487,frederick_and_catherine,0.469,0.184
3488,frederick_and_catherine,0.064,0.814
3489,frederick_and_catherine,0.223,0.545
3490,frederick_and_catherine,0.102,0.824
3491,frederick_and_catherine,0.223,0.545
3492,frederick_and_catherine,0.395,0.314
3493,frederick_and_catherine,0.236,0.583
3494,frederick_and_catherine,0.395,0.314
3495,frederick_and_catherine,0.395,0.314
3496,frederick_and_catherine,0.395,0.314
3497,frederick_and_catherine,0.064,0.814
3498,frederick_and_catherine,0.236,0.818
3499,frederick_and_catherine,0.96,0.732
3500,iron_hans,0.468,0.185
3501,iron_hans,0.216,0.557
3502,iron_hans,0.216,0.557
3503,iron_hans,0.073,0.84
3504,iron_hans,0.073,0.84
3505,iron_hans,0.216,0.557
3506,iron_hans,0.216,0.563
3507,iron_hans,0.073,0.84
3508,iron_hans,0.216,0.563
3509,iron_hans,0.216,0.563
3510,iron_hans,0.073,0.84
3511,iron_hans,0.216,0.563
3512,iron_hans,0.216,0.557
3513,iron_hans,0.359,0.28
3514,iron_hans,0.359,0.28
3515,iron_hans,0.604,0.264
3516,iron_hans,0.604,0.264
3517,iron_hans,0.359,0.28
3518,iron_hans,0.359,0.28
3519,iron_hans,0.359,0.28
3520,iron_hans,0.359,0.28
3521,iron_hans,0.359,0.28
3522,iron_hans,0.359,0.28
3523,iron_hans,0.359,0.28
3524,iron_hans,0.216,0.557
3525,iron_hans,0.359,0.28
3526,iron_hans,0.073,0.84
3527,iron_hans,0.216,0.557
3528,iron_hans,0.242,0.567
3529,iron_hans,0.242,0.567
3530,iron_hans,0.209,0.324
3531,iron_hans,0.209,0.324
3532,iron_hans,0.052,0.288
3533,iron_hans,0.203,0.244
3534,iron_hans,0.353,0.2
3535,iron_hans,0.353,0.2
3536,iron_hans,0.359,0.28
3537,iron_hans,0.359,0.28
3538,iron_hans,0.359,0.28
3539,iron_hans,0.359,0.28
3540,iron_hans,0.081,0.855
3541,iron_hans,0.107,0.851
3542,iron_hans,0.073,0.84
3543,iron_hans,0.359,0.28
3544,iron_hans,0.359,0.28
3545,iron_hans,0.065,0.601
3546,iron_hans,0.073,0.84
3547,iron_hans,0.107,0.851
3548,iron_hans,0.107,0.851
3549,iron_hans,0.25,0.574
3550,iron_hans,0.359,0.28
3551,iron_hans,0.359,0.28
3552,iron_hans,0.216,0.557
3553,iron_hans,0.073,0.84
3554,iron_hans,0.073,0.84
3555,iron_hans,0.073,0.84
3556,iron_hans,0.133,0.855
3557,iron_hans,0.099,0.844
3558,iron_hans,0.276,0.578
3559,iron_hans,0.276,0.578
3560,iron_hans,0.353,0.2
3561,iron_hans,0.353,0.2
3562,iron_hans,0.353,0.2
3563,iron_hans,0.203,0.244
3564,iron_hans,0.353,0.2
3565,iron_hans,0.353,0.2
3566,iron_hans,0.353,0.2
3567,iron_hans,0.359,0.28
3568,iron_hans,0.141,0.862
3569,iron_hans,0.359,0.28
3570,iron_hans,0.1,0.824
3571,iron_hans,0.353,0.2
3572,iron_hans,0.353,0.2
3573,iron_hans,0.353,0.2
3574,iron_hans,0.58,0.285
3575,iron_hans,0.58,0.285
3576,iron_hans,0.359,0.28
3577,iron_hans,0.25,0.568
3578,iron_hans,0.25,0.568
3579,iron_hans,0.359,0.28
3580,iron_hans,0.359,0.28
3581,iron_hans,0.359,0.28
3582,iron_hans,0.716,0.747
3583,iron_hans,0.538,0.516
3584,iron_hans,0.359,0.28
3585,iron_hans,0.359,0.28
3586,iron_hans,0.359,0.28
3587,iron_hans,0.359,0.28
3588,iron_hans,0.359,0.28
3589,iron_hans,0.065,0.601
3590,iron_hans,0.073,0.84
3591,iron_hans,0.359,0.28
3592,iron_hans,0.235,0.534
3593,iron_hans,0.385,0.284
3594,iron_hans,0.385,0.284
3595,iron_hans,0.385,0.284
3596,iron_hans,0.385,0.284
3597,iron_hans,0.604,0.264
3598,iron_hans,0.604,0.264
3599,iron_hans,0.604,0.264
3600,iron_hans,0.059,0.521
3601,iron_hans,0.604,0.264
3602,iron_hans,0.604,0.264
3603,iron_hans,0.604,0.264
3604,iron_hans,0.604,0.264
3605,iron_hans,0.604,0.264
3606,iron_hans,0.604,0.264
3607,iron_hans,0.783,0.5
3608,iron_hans,0.604,0.264
3609,iron_hans,0.604,0.264
3610,iron_hans,0.783,0.5
3611,iron_hans,0.385,0.284
3612,iron_hans,0.385,0.284
3613,iron_hans,0.385,0.284
3614,iron_hans,0.742,0.751
3615,iron_hans,0.563,0.515
3616,iron_hans,0.604,0.264
3617,iron_hans,0.604,0.264
3618,iron_hans,0.604,0.264
3619,iron_hans,0.604,0.264
3620,iron_hans,0.604,0.264
3621,iron_hans,0.604,0.264
3622,iron_hans,0.604,0.264
3623,iron_hans,0.604,0.264
3624,iron_hans,0.783,0.5
3625,iron_hans,0.386,0.846
3626,iron_hans,0.167,0.866
3627,iron_hans,0.385,0.284
3628,iron_hans,0.091,0.605
3629,iron_hans,0.495,0.558
3630,iron_hans,0.604,0.264
3631,iron_hans,0.604,0.264
3632,iron_hans,0.783,0.5
3633,iron_hans,0.604,0.264
3634,iron_hans,0.961,0.731
3635,iron_hans,0.783,0.5
3636,iron_hans,0.961,0.731
3637,iron_hans,0.783,0.5
3638,iron_hans,0.961,0.731
3639,iron_hans,0.604,0.264
3640,iron_hans,0.961,0.731
3641,iron_hans,0.782,0.495
3642,iron_hans,0.961,0.731
3643,iron_hans,0.782,0.495
3644,iron_hans,0.961,0.731
3645,iron_hans,0.961,0.731
3646,iron_hans,0.728,0.583
3647,iron_hans,0.937,0.752
3648,the_four_clever_brothers,0.183,0.256
3649,the_four_clever_brothers,0.47,0.184
3650,the_four_clever_brothers,0.47,0.184
3651,the_four_clever_brothers,0.47,0.184
3652,the_four_clever_brothers,0.324,0.22
3653,the_four_clever_brothers,0.47,0.184
3654,the_four_clever_brothers,0.47,0.184
3655,the_four_clever_brothers,0.47,0.184
3656,the_four_clever_brothers,0.183,0.593
3657,the_four_clever_brothers,0.47,0.184
3658,the_four_clever_brothers,0.518,0.585
3659,the_four_clever_brothers,0.353,0.397
3660,the_four_clever_brothers,0.353,0.397
3661,the_four_clever_brothers,0.47,0.184
3662,the_four_clever_brothers,0.635,0.372
3663,the_four_clever_brothers,0.806,0.563
3664,the_four_clever_brothers,0.806,0.563
3665,the_four_clever_brothers,0.47,0.184
3666,the_four_clever_brothers,0.47,0.184
3667,the_four_clever_brothers,0.183,0.593
3668,the_four_clever_brothers,0.597,0.397
3669,the_four_clever_brothers,0.762,0.585
3670,the_four_clever_brothers,0.768,0.588
3671,the_four_clever_brothers,0.768,0.588
3672,the_four_clever_brothers,0.597,0.397
3673,the_four_clever_brothers,0.47,0.184
3674,the_four_clever_brothers,0.47,0.184
3675,the_four_clever_brothers,0.47,0.184
3676,the_four_clever_brothers,0.47,0.184
3677,the_four_clever_brothers,0.47,0.184
3678,the_four_clever_brothers,0.47,0.184
3679,the_four_clever_brothers,0.47,0.184
3680,the_four_clever_brothers,0.597,0.397
3681,the_four_clever_brothers,0.933,0.776
3682,the_four_clever_brothers,0.768,0.588
3683,the_four_clever_brothers,0.199,0.461
3684,the_four_clever_brothers,0.641,0.375
3685,the_four_clever_brothers,0.641,0.375
3686,the_four_clever_brothers,0.611,0.425
3687,the_four_clever_brothers,0.47,0.184
3688,the_four_clever_brothers,0.337,0.409
3689,the_four_clever_brothers,0.212,0.611
3690,the_four_clever_brothers,0.768,0.588
3691,the_four_clever_brothers,0.082,0.852
3692,the_four_clever_brothers,0.768,0.588
3693,the_four_clever_brothers,0.073,0.839
3694,the_four_clever_brothers,0.96,0.732
3695,the_four_clever_brothers,0.96,0.732
3696,the_four_clever_brothers,0.145,0.868
3697,the_four_clever_brothers,0.145,0.868
3698,the_four_clever_brothers,0.145,0.868
3699,the_four_clever_brothers,0.145,0.868
3700,the_four_clever_brothers,0.467,0.638
3701,the_four_clever_brothers,0.762,0.585
3702,the_four_clever_brothers,0.933,0.776
3703,the_four_clever_brothers,0.96,0.732
3704,13_the_three_little_men_in_the_wood,0.469,0.184
3705,13_the_three_little_men_in_the_wood,0.469,0.184
3706,13_the_three_little_men_in_the_wood,0.469,0.184
3707,13_the_three_little_men_in_the_wood,0.469,0.184
3708,13_the_three_little_men_in_the_wood,0.469,0.184
3709,13_the_three_little_men_in_the_wood,0.599,0.4
3710,13_the_three_little_men_in_the_wood,0.469,0.184
3711,13_the_three_little_men_in_the_wood,0.469,0.184
3712,13_the_three_little_men_in_the_wood,0.599,0.4
3713,13_the_three_little_men_in_the_wood,0.349,0.4
3714,13_the_three_little_men_in_the_wood,0.469,0.184
3715,13_the_three_little_men_in_the_wood,0.8,0.564
3716,13_the_three_little_men_in_the_wood,0.469,0.184
3717,13_the_three_little_men_in_the_wood,0.333,0.216
3718,13_the_three_little_men_in_the_wood,0.333,0.216
3719,13_the_three_little_men_in_the_wood,0.066,0.657
3720,13_the_three_little_men_in_the_wood,0.066,0.657
3721,13_the_three_little_men_in_the_wood,0.333,0.216
3722,13_the_three_little_men_in_the_wood,0.082,0.695
3723,13_the_three_little_men_in_the_wood,0.082,0.695
3724,13_the_three_little_men_in_the_wood,0.082,0.695
3725,13_the_three_little_men_in_the_wood,0.082,0.695
3726,13_the_three_little_men_in_the_wood,0.082,0.695
3727,13_the_three_little_men_in_the_wood,0.168,0.865
